scorer,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080,DLC_Resnet50_Projet_finalJul8shuffle1_snapshot_080
bodyparts,Nose,Nose,Nose,Left_ear,Left_ear,Left_ear,Right_ear,Right_ear,Right_ear,Front_left_paw,Front_left_paw,Front_left_paw,Front_right_paw,Front_right_paw,Front_right_paw,Body_center,Body_center,Body_center,Tail_start,Tail_start,Tail_start,Tail_end,Tail_end,Tail_end
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
14277,254.84256,374.04553,1.0,243.81801,335.28714,1.0,217.84781,353.70056,1.0,257.40344,323.10345,0.8938333,207.11961,338.36255,1.0,222.95174,317.9759,1.0,222.83125,284.4134,1.0,199.58162,179.1798,1.0
14278,263.4371,364.34927,1.0,246.03528,331.52264,1.0,220.78816,353.4142,1.0,258.65903,322.38812,0.92637813,207.14288,339.23843,1.0,221.24416,319.09088,1.0,222.70265,284.20306,1.0,200.05243,179.33205,1.0
14279,265.74118,358.6077,1.0,245.63052,327.38055,1.0,226.10812,351.15683,1.0,259.18875,316.42276,0.834364,211.1044,341.53464,1.0,218.67412,319.99695,1.0,221.08615,284.92255,1.0,201.01219,177.79105,1.0
14280,267.79895,355.88147,1.0,246.99951,327.06384,0.9823094,228.45961,351.27368,1.0,258.97943,315.2289,0.79566175,214.24042,343.87595,1.0,218.71751,319.8969,1.0,218.20863,285.84015,1.0,200.78471,177.75131,1.0
14281,268.97424,354.1304,1.0,246.49915,326.2265,0.97189754,230.51645,351.36636,1.0,258.7599,315.1867,0.7961913,216.22144,345.841,1.0,217.87444,321.30823,1.0,216.6809,286.6921,1.0,200.96489,176.2951,1.0
14282,270.9539,352.38977,1.0,246.0247,325.25967,0.9789445,231.33214,351.29697,1.0,258.57773,314.60397,0.80156046,217.34573,347.36118,1.0,216.63004,322.1773,0.97836024,216.69446,287.03665,1.0,201.13786,176.51529,1.0
14283,271.94275,348.85916,1.0,246.65947,324.9219,0.9262109,231.90102,350.84927,1.0,257.24423,313.8339,0.8498401,216.9901,349.52917,1.0,216.81688,322.16553,1.0,215.16869,286.18372,1.0,201.5683,178.25581,1.0
14284,271.95743,348.0422,1.0,247.44478,324.74744,0.8614035,235.10748,351.39304,1.0,258.5044,313.7524,0.94297934,220.84784,351.53317,1.0,217.1099,323.27707,1.0,212.66237,288.66827,1.0,206.67744,176.48077,1.0
14285,272.9914,341.6089,1.0,247.8609,320.59903,0.9321161,239.03374,349.62085,1.0,257.311,308.8249,0.88231987,223.8783,350.78183,1.0,217.6701,324.3066,1.0,211.02267,291.09467,1.0,210.81934,194.3976,0.49870616
14286,281.52856,339.33838,1.0,250.22485,319.49017,0.9734263,245.93193,348.19196,1.0,250.99232,306.45227,0.9669296,229.0264,352.12347,1.0,219.15497,321.72495,1.0,208.57384,289.62216,1.0,224.32214,183.37329,1.0
14287,284.8895,336.71835,1.0,252.56099,319.9993,1.0,249.46521,345.75714,1.0,253.23068,305.04852,1.0,230.13159,350.81406,1.0,223.05553,321.34915,1.0,208.86458,288.0364,1.0,224.39436,183.34084,1.0
14288,287.35214,332.446,1.0,258.1347,314.2084,1.0,252.45253,344.02637,1.0,252.8261,302.2839,0.98726624,235.56454,348.3885,1.0,224.29927,319.8838,1.0,208.35272,289.36606,1.0,223.3684,184.52713,1.0
14289,287.84842,330.5155,1.0,257.7022,311.67517,1.0,252.62952,341.83994,1.0,250.10255,301.25073,0.96010625,237.26352,347.11133,1.0,223.28046,319.94296,1.0,204.76984,292.768,1.0,224.19032,185.52443,1.0
14290,285.6313,325.16153,1.0,252.48663,310.2561,0.9069091,251.30084,339.18353,1.0,248.65489,300.19202,0.9730304,236.59111,349.7924,1.0,219.86223,323.19058,1.0,203.743,296.80972,1.0,221.62889,188.49991,1.0
14291,285.10287,322.51315,1.0,250.79501,309.6636,0.95345014,250.14378,338.07416,1.0,247.25298,299.5416,0.9804272,235.55768,349.03564,1.0,218.27219,323.60995,1.0,203.85275,297.0178,1.0,216.85855,184.6769,1.0
14292,285.7164,316.51086,1.0,248.33356,308.7546,0.96524423,252.64706,337.60168,1.0,243.72223,298.33444,0.9633531,237.5015,348.8975,1.0,217.64032,325.1093,1.0,203.08957,298.64185,1.0,208.63383,184.31259,1.0
14293,284.47794,311.33487,1.0,246.59059,306.7779,0.9363324,253.21709,335.6669,1.0,242.18344,296.49728,0.951098,238.24312,349.0802,1.0,217.35744,327.14346,1.0,203.80974,299.6862,1.0,366.76904,325.2569,1.0
14294,283.22824,305.06723,1.0,243.9508,304.27673,0.9515236,254.16074,333.53705,1.0,232.96228,296.43683,0.98223966,242.84091,346.97333,1.0,218.82571,328.49948,1.0,202.60847,301.05585,1.0,196.18358,187.64084,1.0
14295,282.87756,302.94415,1.0,243.0074,301.3817,0.9600125,253.40868,331.72504,1.0,229.52332,295.7876,1.0,243.56522,345.62228,1.0,217.76978,328.97208,1.0,200.89442,301.20035,1.0,195.51517,187.42203,1.0
14296,281.32678,298.217,1.0,242.73117,297.74777,1.0,252.48442,326.77637,1.0,229.11887,293.80707,1.0,242.28096,342.49777,1.0,218.58179,326.4509,1.0,200.06834,302.0244,1.0,192.311,191.88426,1.0
14297,281.86847,295.38458,1.0,241.66444,295.40775,1.0,253.38547,322.61145,1.0,228.6049,291.04056,1.0,244.14302,338.54773,1.0,219.02002,323.8663,1.0,199.89987,300.8261,1.0,191.41483,190.82143,1.0
14298,279.42636,292.15048,1.0,238.7616,293.947,1.0,252.10136,319.6646,0.96584064,226.47514,289.52014,1.0,245.86214,336.33112,1.0,219.25455,322.99753,1.0,199.48141,299.6843,1.0,190.14606,190.77057,1.0
14299,275.2837,292.24142,1.0,238.2243,292.89435,1.0,252.061,319.1853,0.96352756,226.01323,287.94266,1.0,245.69699,336.48257,1.0,218.50952,322.47238,1.0,199.73914,298.22714,1.0,189.92851,190.56226,1.0
14300,275.7447,294.37216,1.0,239.8144,292.22943,1.0,251.62424,318.61737,0.92802024,226.27487,287.52972,1.0,246.00748,337.4058,1.0,218.58781,321.3851,1.0,198.86435,297.1658,1.0,190.80229,189.76228,1.0
14301,275.68588,294.4309,1.0,239.90659,292.0576,1.0,251.92053,318.24185,0.95246047,226.3987,286.91797,1.0,245.56087,337.27722,1.0,218.43547,320.5837,1.0,199.61786,295.63373,1.0,192.61942,190.10294,1.0
14302,276.7925,296.30728,1.0,240.33862,292.00854,1.0,250.3294,325.95914,0.8476159,227.65437,287.32135,1.0,239.9739,340.26886,0.94386005,217.86555,320.28445,1.0,200.34047,294.99576,1.0,197.90488,195.65495,1.0
14303,275.54236,297.11557,1.0,238.52077,291.63794,0.9670971,248.62927,327.01642,0.8501353,227.04893,286.56613,1.0,238.44038,340.52698,1.0,217.14728,320.38434,1.0,199.47707,294.8912,1.0,197.65344,195.78801,1.0
14304,272.96774,303.07947,1.0,238.09587,290.4026,0.98636883,247.8926,319.19748,1.0,224.80399,286.93643,1.0,237.38399,338.14044,1.0,214.5361,319.0364,1.0,200.12,294.93817,1.0,199.94983,193.00957,1.0
14305,272.71237,303.99545,1.0,238.62552,290.74298,0.954362,247.58147,319.56735,1.0,225.59254,287.40884,1.0,237.62787,338.29654,1.0,214.2358,320.0059,1.0,199.8854,294.87714,1.0,200.86423,193.33409,1.0
14306,272.1416,308.72983,1.0,245.2416,297.7967,0.6519094,247.84427,323.08087,1.0,238.00815,288.8381,0.9452195,234.1685,340.3419,1.0,214.84607,320.6591,1.0,199.12686,295.5552,1.0,203.38649,191.55772,1.0
14307,271.85577,308.50854,1.0,241.98286,297.1425,0.72723055,245.8953,324.10913,1.0,235.77007,291.11972,0.9613933,230.89127,341.41147,1.0,214.04176,319.81998,1.0,199.40103,295.50272,1.0,204.19647,191.62656,1.0
14308,270.9074,305.72842,0.95254385,234.20457,296.64026,1.0,239.91093,326.59546,1.0,221.949,295.28415,1.0,227.92244,344.32745,1.0,211.64851,320.47107,1.0,198.1112,295.8454,1.0,204.93294,190.64763,1.0
14309,269.76578,309.67804,1.0,233.9556,297.47717,1.0,239.08797,327.77695,1.0,221.90593,295.91803,1.0,226.45341,345.8261,1.0,211.09618,321.036,1.0,197.74619,295.98444,1.0,205.13075,190.83574,1.0
14310,267.792,310.09247,1.0,232.29973,296.9934,1.0,237.01515,326.59348,1.0,220.55869,293.82184,0.9978029,224.6674,345.19214,1.0,209.56647,320.2736,1.0,197.96004,295.4428,1.0,205.63728,192.28636,1.0
14311,268.71463,306.27338,1.0,231.9363,296.8852,1.0,237.29051,326.32175,1.0,222.11786,293.79623,1.0,225.09587,345.0298,1.0,209.72389,320.53662,1.0,197.8036,295.60123,1.0,205.61154,192.18114,1.0
14312,271.1354,305.09692,1.0,230.73326,296.69995,1.0,239.62207,326.03845,1.0,221.88187,293.24677,1.0,227.65019,345.71835,1.0,210.52393,320.58664,1.0,197.43532,295.7491,1.0,206.28009,192.56477,1.0
14313,272.64566,303.00848,0.973199,230.75058,296.81772,1.0,239.56178,326.30667,1.0,222.4499,292.4654,0.9987819,228.58134,345.42123,1.0,210.59024,320.22333,1.0,197.70522,294.81155,1.0,206.42477,192.56284,1.0
14314,277.36487,299.83252,1.0,233.05336,296.29025,1.0,242.01392,325.25183,1.0,222.06396,292.5615,1.0,232.09563,343.61484,1.0,211.98387,320.4347,1.0,198.74257,294.8621,1.0,206.64764,191.76912,1.0
14315,279.76965,295.70627,1.0,233.58316,295.61057,1.0,244.33936,322.1233,1.0,221.19005,291.34406,1.0,235.42047,342.4671,1.0,212.51845,320.22617,1.0,198.64821,294.04108,1.0,206.8825,192.02635,1.0
14316,283.82007,293.09976,1.0,238.5487,294.24298,1.0,249.59976,318.12225,1.0,225.06375,287.72635,1.0,240.53606,338.03903,1.0,215.09203,319.5996,1.0,200.08452,293.15042,1.0,206.25523,192.8338,1.0
14317,283.15393,293.5847,1.0,240.24637,293.5704,0.9789212,251.08061,317.80426,1.0,226.45274,286.8722,1.0,239.95699,338.90634,1.0,216.84682,319.80298,1.0,200.2909,293.57397,1.0,206.22652,193.50403,1.0
14318,280.5664,292.88458,1.0,240.0665,291.55716,0.9462177,252.75752,316.4528,1.0,227.85527,286.50134,0.99063784,243.74312,334.24533,1.0,216.92953,321.05994,1.0,199.99352,294.7346,1.0,206.61417,191.98656,1.0
14319,281.25934,292.29437,1.0,240.0434,291.03342,0.93415076,252.44847,315.8491,1.0,227.96228,285.98175,0.97916335,243.99391,333.98575,1.0,217.0539,321.05737,1.0,199.97986,294.696,1.0,206.5524,191.96075,1.0
14320,283.63107,294.52542,1.0,241.85938,289.18152,0.9685237,252.14803,315.23703,1.0,229.02437,285.81915,1.0,243.09077,334.4736,1.0,217.41826,320.0808,1.0,199.77681,294.57312,1.0,206.74875,192.8673,1.0
14321,281.99408,294.0076,1.0,241.51187,289.14896,0.963073,251.63347,315.9452,1.0,228.78934,285.99347,1.0,242.08646,335.68115,1.0,217.02452,320.20602,1.0,199.74298,294.51697,1.0,206.7682,192.54652,1.0
14322,279.38092,289.42972,1.0,240.33385,292.15308,0.97114295,252.30707,316.00446,1.0,226.28244,287.82797,1.0,246.24635,334.3058,1.0,218.28114,320.89944,1.0,199.69301,295.86826,1.0,207.19582,193.52463,1.0
14323,278.1003,285.99564,1.0,239.63405,291.0282,0.98727804,253.12517,314.90265,1.0,225.68834,285.85715,1.0,249.8159,333.228,1.0,219.5728,319.60114,1.0,200.10573,296.49915,1.0,207.15375,193.55685,1.0
14324,277.25287,279.34708,1.0,236.78105,290.42563,1.0,253.66115,313.39838,1.0,223.61256,288.1442,1.0,252.22029,330.7643,1.0,220.20589,322.8706,1.0,198.89673,299.4684,1.0,205.94707,200.15588,1.0
14325,277.0972,280.2493,1.0,236.20287,290.18008,1.0,252.7169,312.83398,1.0,223.17578,288.29257,1.0,252.38986,330.76318,1.0,220.21785,323.73495,1.0,198.91785,299.6103,1.0,205.91364,200.14699,1.0
14326,279.96622,280.20926,1.0,237.5856,288.60678,0.97133183,253.44821,311.0174,1.0,224.09581,287.41464,1.0,252.4816,329.20828,1.0,220.61833,322.8898,1.0,200.06825,298.6389,1.0,205.83374,200.65753,1.0
14327,282.94482,279.35388,1.0,238.18422,287.99423,0.93889993,254.19058,310.29092,1.0,224.23712,287.2109,1.0,252.70276,330.3134,1.0,221.10434,323.0869,1.0,200.11366,298.65918,1.0,205.86649,200.6424,1.0
14328,282.99374,279.13953,1.0,239.43782,288.01962,0.887463,256.42563,307.2565,1.0,224.93742,287.2133,1.0,254.73755,329.15668,1.0,222.97954,323.13977,1.0,199.28334,301.6522,1.0,205.24876,200.66223,1.0
14329,281.60983,279.41904,1.0,238.97995,288.0749,0.898371,256.48578,307.24472,1.0,223.77338,290.3446,1.0,254.71202,329.12082,1.0,223.14073,323.3681,1.0,199.38281,301.68274,1.0,205.27243,200.77898,1.0
14330,280.49966,279.90884,1.0,238.45764,286.6764,0.9617589,255.88872,305.4504,1.0,224.1756,287.86465,1.0,255.23997,328.11737,1.0,222.65913,322.87213,1.0,199.15446,301.68903,1.0,204.95302,200.56564,1.0
14331,281.70197,279.99963,1.0,238.37022,285.6933,0.9817482,256.28818,304.83594,1.0,223.2028,289.15588,1.0,255.36105,327.11954,1.0,221.98128,322.48865,1.0,199.31113,300.81265,1.0,204.72067,200.8055,1.0
14332,282.56354,279.63525,1.0,240.87779,285.10043,0.99342036,259.6089,303.96738,1.0,225.70952,288.4355,1.0,256.58804,325.97552,1.0,223.47633,322.41727,1.0,199.38635,301.50674,1.0,203.44312,202.04344,1.0
14333,282.34637,279.54877,1.0,241.20856,285.31772,0.99601704,259.92157,304.01282,1.0,226.14378,288.46118,1.0,256.9013,325.74088,1.0,223.64694,321.932,1.0,199.44873,301.495,1.0,203.53432,202.07458,1.0
14334,280.83823,279.09674,1.0,242.2209,284.06635,1.0,260.7728,303.75397,1.0,227.02455,287.72333,1.0,257.3064,325.68533,1.0,224.34303,321.56058,1.0,200.0885,301.32614,1.0,206.33905,200.78685,1.0
14335,280.84732,278.8703,1.0,242.6867,283.4223,1.0,260.4874,303.60074,1.0,227.39742,287.14853,1.0,257.08334,325.2745,1.0,224.39262,321.1438,1.0,200.02689,301.3467,1.0,206.28401,200.59996,1.0
14336,280.4404,278.72,1.0,241.82234,284.9295,1.0,260.1912,304.08072,1.0,226.57788,287.63763,1.0,257.28784,325.71768,1.0,224.22777,321.626,1.0,199.405,300.67615,1.0,204.8232,200.67831,1.0
14337,280.37976,278.67786,1.0,241.81679,285.1439,1.0,260.3215,303.9479,1.0,226.5031,287.9115,1.0,257.3252,325.50967,1.0,224.1887,322.17752,1.0,199.378,300.54123,1.0,204.93176,200.5093,1.0
14338,279.62357,278.36972,1.0,242.19164,285.1675,1.0,260.3371,304.04773,1.0,227.20926,288.43863,1.0,257.14008,325.70834,1.0,224.09833,322.368,1.0,199.9214,301.30124,1.0,205.456,200.5646,1.0
14339,279.01794,278.42752,1.0,242.53252,284.80655,1.0,260.2286,303.6848,1.0,227.62086,287.79062,1.0,256.81314,324.98108,1.0,224.1206,321.90024,1.0,199.87791,301.36426,1.0,205.53773,200.49783,1.0
14340,278.64453,278.14557,1.0,242.08195,284.35214,1.0,260.30365,303.66272,1.0,226.86194,287.2218,1.0,257.5173,325.30576,1.0,224.65004,321.16992,1.0,199.62802,302.30835,1.0,205.61867,200.67778,1.0
14341,278.8044,278.96692,1.0,241.75653,285.33536,1.0,260.0323,304.581,1.0,227.58818,286.0887,1.0,257.41864,326.15182,1.0,224.46848,321.67346,1.0,199.41228,302.14044,1.0,205.69826,200.5692,1.0
14342,278.60358,279.64285,1.0,241.76907,285.5713,1.0,260.04742,304.58282,1.0,227.68175,286.45123,1.0,257.51242,326.12253,1.0,224.45235,321.95523,1.0,199.4642,301.97693,1.0,205.51521,200.72057,1.0
14343,279.00177,278.69974,1.0,242.84619,284.90414,1.0,261.574,305.46664,1.0,227.23473,287.5677,1.0,257.45395,325.73032,1.0,225.20383,321.5117,1.0,200.16568,302.4491,1.0,205.50021,200.85292,1.0
14344,278.95822,278.73245,1.0,242.67027,284.59204,1.0,261.4228,305.4275,1.0,227.00815,287.28625,1.0,257.2555,325.75708,1.0,224.96756,321.208,1.0,199.98924,302.6516,1.0,205.61336,200.94312,1.0
14345,278.72458,278.6466,1.0,242.62912,284.55313,1.0,261.5473,305.46774,1.0,227.02693,287.29782,1.0,257.27872,325.83102,1.0,224.9616,321.22116,1.0,200.00073,302.64328,1.0,205.31416,200.87994,1.0
14346,278.7862,278.74496,1.0,242.98572,284.28955,1.0,261.1941,304.59372,1.0,227.44856,287.4422,1.0,257.16403,325.87494,1.0,224.4225,321.2166,1.0,199.90251,302.4097,1.0,205.20651,201.39603,1.0
14347,278.79742,278.7236,1.0,242.94806,284.20667,1.0,261.22546,304.58206,1.0,227.45444,287.47836,1.0,257.17563,325.8029,1.0,224.46985,321.21204,1.0,199.938,302.35156,1.0,205.20619,201.39943,1.0
14348,279.32962,279.4154,1.0,242.88034,284.5261,1.0,261.42776,304.2928,1.0,227.1092,287.30222,1.0,257.37283,325.71176,1.0,224.84587,321.6987,1.0,199.55415,301.83798,1.0,204.62285,200.88252,1.0
14349,279.37195,279.40506,1.0,242.92783,284.54272,1.0,261.43942,304.30368,1.0,227.1596,287.2426,1.0,257.36588,325.6982,1.0,224.85301,321.6896,1.0,199.61761,301.75482,1.0,204.5903,200.8863,1.0
14350,279.20328,280.08734,1.0,242.98404,284.5274,1.0,261.4237,304.40128,1.0,227.14418,287.25522,1.0,257.38907,325.6722,1.0,224.86435,321.64856,1.0,199.62622,301.76218,1.0,204.57083,200.85834,1.0
14351,279.01852,280.01108,1.0,242.50685,284.2363,1.0,261.55707,304.17227,1.0,227.9233,285.4517,1.0,257.4613,325.40454,1.0,224.7123,321.2302,1.0,199.30812,302.274,1.0,204.59479,201.1536,1.0
14352,278.61362,279.98328,1.0,242.58307,284.27145,1.0,261.54047,304.05777,1.0,227.96094,285.57452,1.0,257.343,324.98083,1.0,224.64333,321.14767,1.0,199.36183,302.2362,1.0,204.6921,201.17723,1.0
14353,278.55988,280.01157,1.0,242.54958,284.23596,1.0,261.53897,304.0639,1.0,227.9056,285.4947,1.0,257.3392,324.94315,1.0,224.65433,321.11026,1.0,199.33366,302.23584,1.0,204.6394,201.17995,1.0
14354,279.66696,279.97665,1.0,242.69478,284.93677,1.0,261.9929,304.86856,1.0,226.88423,287.5168,1.0,257.53516,325.67825,1.0,224.61705,321.33667,1.0,199.64491,303.25632,1.0,204.95297,200.714,1.0
14355,278.6894,279.7379,1.0,242.51506,284.79382,1.0,262.17236,304.8657,1.0,227.53606,285.49838,1.0,257.403,325.69052,1.0,224.59454,321.06232,1.0,199.99373,302.97797,1.0,204.91495,200.73415,1.0
14356,278.78168,279.63135,1.0,242.47879,284.7394,1.0,261.9562,304.74576,1.0,226.72928,287.41534,1.0,257.36172,325.65952,1.0,224.49747,321.21127,1.0,199.88403,302.53537,1.0,204.9179,200.72528,1.0
14357,278.20554,280.97586,1.0,242.03961,286.20697,0.98703796,261.90442,305.4796,1.0,227.39853,286.30255,1.0,257.64014,325.57806,1.0,224.55092,322.06973,1.0,199.84639,303.23572,1.0,204.77908,201.08467,1.0
14358,278.2308,280.96912,1.0,241.85893,285.9323,0.98508734,261.8985,305.5775,1.0,227.30849,286.38007,1.0,257.51883,325.61154,1.0,224.48888,322.0922,1.0,199.82764,303.26462,1.0,205.0249,200.59135,1.0
14359,279.4708,280.19443,1.0,242.59523,284.264,1.0,261.5369,303.4427,1.0,227.1218,287.8313,1.0,257.7105,325.8652,1.0,224.65477,321.05362,1.0,199.5638,302.93637,1.0,204.86256,201.24677,1.0
14360,279.1944,281.16632,1.0,243.11253,283.46213,1.0,261.51697,302.726,1.0,227.37967,285.90515,1.0,257.03455,325.72595,1.0,224.80487,319.1857,1.0,200.01503,299.9764,1.0,204.8687,201.22406,1.0
14361,278.87958,275.72757,1.0,239.35919,282.25305,0.9891133,259.10126,303.38843,1.0,224.60313,287.05182,1.0,256.0386,324.11096,1.0,222.8049,320.4817,1.0,200.33319,297.31183,1.0,206.13016,200.10487,1.0
14362,276.21844,272.9879,1.0,237.14244,284.18155,1.0,256.4339,303.39316,1.0,222.44008,287.19852,1.0,255.97624,324.64594,1.0,221.9874,321.5006,1.0,199.51897,299.32877,1.0,205.88965,200.11243,1.0
14363,269.67947,266.1504,1.0,233.55487,285.575,1.0,256.41504,301.84134,1.0,220.6124,287.91052,1.0,257.26456,323.0967,1.0,222.83372,322.26715,1.0,199.00185,300.07202,1.0,203.67879,201.78798,1.0
14364,267.0168,263.6768,1.0,232.11057,284.73566,1.0,254.53319,298.2982,0.9984891,220.99962,288.1659,1.0,257.90747,321.55914,1.0,222.96922,322.14996,1.0,199.23769,299.9401,1.0,203.6223,201.8412,1.0
14365,265.67627,262.10483,1.0,230.89484,284.9284,1.0,252.88211,297.26297,1.0,220.35498,287.50925,1.0,257.16055,320.0417,1.0,223.42618,323.1069,1.0,199.47572,300.102,1.0,203.57428,201.8621,1.0
14366,266.50867,263.32236,1.0,232.41718,283.53552,1.0,253.56154,298.27524,1.0,221.08856,288.5476,1.0,259.4355,319.04623,1.0,224.81973,322.4107,1.0,199.1404,302.17157,1.0,203.69612,202.18137,1.0
14367,263.5195,261.96918,1.0,232.74239,282.7087,1.0,252.9718,296.72583,0.99441105,220.29515,287.66507,1.0,259.3083,318.3707,1.0,224.26373,322.8511,1.0,198.94807,301.17905,1.0,203.83371,202.06067,1.0
14368,262.88498,263.6221,0.9905728,232.98598,281.98465,1.0,255.30345,295.27228,1.0,222.23505,286.4367,1.0,258.5491,318.02917,1.0,225.15974,322.019,1.0,199.57916,301.09747,1.0,202.75313,202.34778,1.0
14369,264.5223,264.59323,1.0,233.10358,282.0162,1.0,255.48529,295.32706,0.9985975,222.33809,286.37885,1.0,258.55457,318.2754,1.0,225.50006,322.00723,1.0,199.64558,300.98788,1.0,202.69745,202.37178,1.0
14370,265.45013,264.3155,1.0,234.01064,282.4327,1.0,256.14127,295.78763,0.9884614,222.77776,286.36246,1.0,258.4798,318.68436,1.0,225.14056,322.08813,1.0,200.15411,299.3937,1.0,204.86885,201.66623,1.0
14371,264.94302,264.6288,1.0,234.29298,282.60022,1.0,256.42923,295.5607,0.98077446,223.04141,286.30182,1.0,258.54288,318.78372,1.0,225.18857,322.00037,1.0,199.90968,299.58197,1.0,205.11444,201.76335,1.0
14372,264.8928,263.10522,1.0,233.32697,282.03885,1.0,256.1876,294.9732,1.0,221.68279,286.50903,1.0,258.53314,317.66486,1.0,225.72418,321.8966,1.0,199.1983,300.9351,1.0,203.49863,202.02852,1.0
14373,264.9555,262.8387,1.0,233.19519,281.93735,1.0,256.35074,293.7211,1.0,221.78996,286.47836,1.0,258.6201,317.06763,1.0,225.81743,321.7599,1.0,199.26576,300.70874,1.0,203.50125,202.0218,1.0
14374,263.05237,261.58566,0.99910825,233.26457,282.3972,1.0,256.60464,294.68002,0.99910986,221.50061,286.53308,1.0,259.12787,317.50308,1.0,225.82033,322.7193,1.0,200.05995,299.80124,1.0,204.24194,201.90102,1.0
14375,262.8999,260.3841,0.9921301,232.54018,282.56595,1.0,256.1064,294.00394,1.0,221.34576,286.84897,1.0,259.35797,317.07367,1.0,225.64232,322.9759,1.0,199.78647,299.72617,1.0,204.15717,201.89847,1.0
14376,261.474,260.4869,0.99878263,233.1025,283.01776,1.0,258.79376,291.15817,1.0,222.09753,286.83636,1.0,259.46417,316.55338,1.0,225.98553,321.96652,1.0,199.7628,299.88425,1.0,204.34554,202.42561,1.0
14377,262.16187,260.9147,0.9602327,232.85516,281.90945,1.0,258.96317,290.28418,0.98850965,222.48297,286.31555,1.0,259.4062,315.85916,1.0,226.19763,321.86462,1.0,199.70772,299.99457,1.0,204.50871,202.46748,1.0
14378,259.76154,259.12943,1.0,232.93916,282.53506,1.0,258.62466,291.09915,1.0,222.05801,286.52478,1.0,259.0752,316.595,1.0,225.8395,321.97388,1.0,199.54454,300.5533,1.0,203.79984,202.64413,1.0
14379,259.00177,259.57486,1.0,232.95872,282.5799,1.0,258.6666,291.20374,1.0,221.9584,286.75638,1.0,259.06204,316.5541,1.0,225.8115,322.03586,1.0,199.54146,300.44202,1.0,204.02022,202.62859,1.0
14380,262.09482,261.54474,1.0,233.2063,282.68295,1.0,258.5166,291.41464,0.98047525,221.31487,286.11118,1.0,258.95032,317.20807,1.0,226.10378,321.90808,1.0,199.32922,300.89157,1.0,203.45705,202.73962,1.0
14381,262.06284,261.6353,1.0,232.98305,282.27908,1.0,258.47223,291.38376,0.97555494,221.39969,285.5771,1.0,258.91138,316.93643,1.0,225.96526,321.46896,1.0,199.74005,299.53098,1.0,203.38904,202.71661,1.0
14382,263.00388,261.52893,1.0,233.03749,282.2549,1.0,258.39383,291.58258,0.9724355,221.4181,285.43204,1.0,258.8342,316.59933,1.0,225.9063,321.39185,1.0,199.73816,299.52036,1.0,203.36601,202.70837,1.0
14383,262.80594,262.3777,0.9942299,234.44943,282.4295,1.0,259.20706,292.45032,1.0,222.45518,285.58344,1.0,258.76602,318.04837,1.0,225.95633,321.52335,1.0,198.9745,301.6401,1.0,203.68153,202.39738,1.0
14384,262.8795,262.38672,0.9957361,234.32378,282.38507,1.0,259.06995,292.39713,1.0,222.3745,285.6036,1.0,259.17358,317.6552,1.0,226.10098,321.66342,1.0,199.01094,301.4988,1.0,203.67857,202.39719,1.0
14385,262.51376,262.57135,0.9955667,233.89235,282.3144,1.0,259.19507,292.14487,1.0,222.00502,285.98773,1.0,259.19025,317.55978,1.0,226.09221,321.67453,1.0,199.00253,301.4906,1.0,203.6402,202.4324,1.0
14386,261.62637,261.0742,1.0,233.60812,281.81583,1.0,257.94547,291.94116,0.98258483,222.2969,285.24866,1.0,258.24646,317.2882,1.0,225.88493,321.47137,1.0,199.55278,300.23206,1.0,203.21805,202.36862,1.0
14387,261.50803,261.23102,1.0,233.63145,281.79877,1.0,258.03284,291.91785,0.97892654,222.26003,285.2188,1.0,258.39362,317.16708,1.0,225.95157,321.40945,1.0,199.5627,300.26743,1.0,203.21048,202.35005,1.0
